operation_id,company_id,document_type,issuance_date,due_date,payment_date,amount,pending_amount,currency,accounting_currency,exchange_rate,status,concept,counterparty_id
02264a20d7d20b071a553920a4c6ee86,COMP_0793,invoice,2025-10-30,2025-11-29,2025-10-30 00:00:00,-1016.56,0.0,EUR,EUR,1.0,paid,S.Fra /1630 COUNTERPARTY_47799 Ef [NUM],COUNTERPARTY_47799
0ae7325637cffb7fb70151456170ff08,COMP_0001,invoice,2025-05-19,2025-05-19,2025-05-07 00:00:00,6050.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/42 [COMPANY] Ef 1,COUNTERPARTY_03903
0d6da7166684ea85c6354caf0e204b8c,COMP_0793,invoice,2026-01-20,2026-01-20,2026-01-13 00:00:00,-1.51,0.0,EUR,EUR,1.0,paid,S.Fra /107 COUNTERPARTY_00061 Ef [REF],COUNTERPARTY_22769
120db14d32b7f7b1f0ee4133ad2791bb,COMP_0793,invoice,2025-12-09,2025-12-09,2026-01-12 00:00:00,-242.0,0.0,EUR,EUR,1.0,paid,S.Fra /2025 COUNTERPARTY_47848 Ef 12025/1195,COUNTERPARTY_47848
1568f06c273147a3e3e767c631f7ad7c,COMP_0793,invoice,2026-01-26,2026-01-26,2026-02-11 00:00:00,151.12,0.0,EUR,EUR,1.0,paid,N.Fra TB2026F/13 COUNTERPARTY_47852 Ef 1,COUNTERPARTY_47852
1741b2dc2999a67da0401b5882de4158,COMP_0001,invoice,2025-12-07,2025-12-07,2026-01-05 00:00:00,-987.36,0.0,EUR,EUR,1.0,paid,S.Fra /225 COUNTERPARTY_27064 Ef 1F25/0380,COUNTERPARTY_27064
25bfb343c0d1cecef28845f8408ed809,COMP_0793,invoice,2026-01-31,2026-03-02,2026-03-02 00:00:00,-355.06,0.0,EUR,EUR,1.0,paid,S.Fra /278 COUNTERPARTY_23805 Ef [NUM],COUNTERPARTY_23805
342fea987c31a48429bdc8855820837e,COMP_0001,invoice,2025-05-19,2025-05-19,2025-05-19 00:00:00,2420.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/45 [COMPANY] Ef 1,COUNTERPARTY_03903
3f6bdb49ba30950c8574950d158967f3,COMP_0793,invoice,2025-04-17,2025-04-17,2025-05-30 00:00:00,-0.73,0.0,EUR,EUR,1.0,paid,S.Fra /[COMPANY] Ef 1FZ025106,COUNTERPARTY_47950
41d6a94cb53baa12696040c5822426fe,COMP_0001,invoice,2026-03-31,2026-04-30,2026-05-01 00:00:00,-6.29,0.0,EUR,EUR,1.0,paid,S.Fra /93 COUNTERPARTY_00532 Ef 151056,COUNTERPARTY_47953
51b232280ad23ee315f194ec5299bee8,COMP_0793,invoice,2025-04-30,2025-04-30,2025-05-19 00:00:00,183.06,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/151 COUNTERPARTY_38868 Ef 1,COUNTERPARTY_38868
5ac26846faf0302881d87715c0b8dd1f,COMP_0793,invoice,2025-10-27,2025-11-26,2025-10-28 00:00:00,-14.06,0.0,EUR,EUR,1.0,paid,S.Fra /1628 COUNTERPARTY_07226 Ef 1ES51[X],COUNTERPARTY_18040
6cbd078b1299d3d1a9c20f04f5a0baa2,COMP_0001,invoice,2025-07-11,2025-07-11,2025-07-17 00:00:00,-7260.0,0.0,EUR,EUR,1.0,paid,S.Fra /156 COUNTERPARTY_08037 Ef 114,COUNTERPARTY_08037
6d0a6c754468b2a85735359dc95e8f39,COMP_0793,invoice,2025-05-28,2025-06-27,2025-05-28 00:00:00,-9765.71,0.0,EUR,EUR,1.0,paid,S.Fra /478 COUNTERPARTY_34270 Ef 1INV/2025/07588,COUNTERPARTY_34270
761dbfa9a6a8068674fd2df64bc80dc7,COMP_0793,invoice,2025-09-15,2025-10-15,2025-09-15 00:00:00,-61.35,0.0,EUR,EUR,1.0,paid,S.Fra /1432 COUNTERPARTY_48052 Ef 1A350601,COUNTERPARTY_48052
850e5759bc65e496f1434fe07f8e77d6,COMP_0793,invoice,2025-11-18,2025-12-18,2026-01-12 00:00:00,-1312.4,0.0,EUR,EUR,1.0,paid,S.Fra /1869 COUNTERPARTY_48090 Ef 191028,COUNTERPARTY_48090
873b9e7db836465a8ac66e71dd644067,COMP_0793,invoice,2025-05-14,2025-05-14,2025-05-21 00:00:00,-85.46,0.0,EUR,EUR,1.0,paid,S.Fra /448 [COMPANY] Ef [REF],COUNTERPARTY_21065
883f2ee857992889ed14402e382ed958,COMP_0001,invoice,2025-11-18,2025-11-18,2026-02-06 00:00:00,14520.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/192 [COMPANY] Ef 1,COUNTERPARTY_03903
9ee63428b16061a94bc155431b239cce,COMP_0001,invoice,2025-08-17,2025-08-16,2025-10-14 00:00:00,15125.0,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/136 [COMPANY] Ef 1,COUNTERPARTY_03903
9eeb4372242edafdbe22ed85071fbc16,COMP_0793,invoice,2025-10-01,2025-10-01,2025-10-02 00:00:00,-246.84,0.0,EUR,EUR,1.0,paid,S.Fra /1423 COUNTERPARTY_18906 Ef 12025/7944,COUNTERPARTY_18906
aa3fdb2ddab6cac64c532e35d3d2522a,COMP_0793,invoice,2025-06-10,2025-06-10,2025-07-10 00:00:00,-983.73,0.0,EUR,EUR,1.0,paid,S.Fra /540 COUNTERPARTY_42909. Ef 125/1069,COUNTERPARTY_42909
ac8f889cde730d8c61729fb543bb669a,COMP_0793,invoice,2025-06-30,2025-07-30,2025-06-30 00:00:00,-5344.27,0.0,EUR,EUR,1.0,paid,S.Fra /571 COUNTERPARTY_10436 Ef 1FA122349,COUNTERPARTY_10436
b24461b1384def6a9c26631eecad1b09,COMP_0793,invoice,2026-01-01,2026-01-01,2026-01-01 00:00:00,-927.45,0.0,EUR,EUR,1.0,paid,S.Fra /79 COUNTERPARTY_18906 Ef 1[X]/2026/00394,COUNTERPARTY_18906
c3908ce4691d5a061a59744cd9108f54,COMP_0001,invoice,2025-04-30,2025-04-30,2025-05-07 00:00:00,302.23,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/34 [COMPANY] Ef 1,COUNTERPARTY_03903
c3f984d63381558ed39b5aea26e91552,COMP_0793,invoice,2025-11-20,2025-12-20,2026-01-12 00:00:00,-37.26,0.0,EUR,EUR,1.0,paid,S.Fra /1872 COUNTERPARTY_48090 Ef 191061,COUNTERPARTY_48090
c9c4a7b9e8ff6a2f496aacbc20b46ea1,COMP_0001,invoice,2025-06-08,2025-06-08,2025-06-08 00:00:00,-108.03,0.0,EUR,EUR,1.0,paid,S.Fra /118 COUNTERPARTY_01678 Ef 1ES51LEY1AEUI,COUNTERPARTY_48241
dac71bb1b10b2b2d2018d0bd45c49b51,COMP_0793,invoice,2025-12-23,2025-12-23,2026-02-03 00:00:00,135.96,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/613 COUNTERPARTY_10380 Ef 1,COUNTERPARTY_10380
e69fa01efcf3c68766156657f7ad84fd,COMP_0793,invoice,2025-09-30,2025-09-30,2025-12-04 00:00:00,1190.88,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/426 COUNTERPARTY_48298 Ef 1,COUNTERPARTY_48298
f7025de5bdab8fa1e575fd2020d5c840,COMP_0793,invoice,2025-12-15,2025-12-15,2025-12-30 00:00:00,1147.15,0.0,EUR,EUR,1.0,paid,N.Fra TB2025F/573 COUNTERPARTY_44045 Ef 1,COUNTERPARTY_44045
03eed99e447d15af4eb45366162a3864,COMP_0793,invoice,2025-04-03,2025-05-03,2025-06-06 00:00:00,-47.19,0.0,EUR,EUR,1.0,paid,S.Fra /321 COUNTERPARTY_48090 Ef 189352,COUNTERPARTY_48090
